Titulo;Rua;Metros;Quartos;Banheiro;Garagem;Preço;Link;Id;Concatenados
Setor Marista, Goiânia;Rua 1128;80 m²;3;3;1;R$ 745.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-go-80m2-id-2795543341/?source=ranking%2Crp;2795543341;Setor Marista, GoiâniaRua 112880 m²33R$ 745.000
Setor Marista, Goiânia;Rua 1141;174-348 m²;3-4;4-5;2-4;R$ 1.850.000;https://www.zapimoveis.com.br/lancamento/venda-apartamento-4-quartos-setor-marista-goiania-go-348m2-id-2706883394/?source=ranking%2Crp;2706883394;Setor Marista, GoiâniaRua 1141174-348 m²3-44-5R$ 1.850.000
Setor Marista, Goiânia;Rua 1128;167 m²;3;5;3;R$ 1.670.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-go-167m2-id-2795699817/?source=ranking%2Crp;2795699817;Setor Marista, GoiâniaRua 1128167 m²35R$ 1.670.000
Setor Marista, Goiânia;Rua 24;125 m²;3;4;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-go-125m2-id-2800875743/?source=ranking%2Crp;2800875743;Setor Marista, GoiâniaRua 24125 m²34R$ 1.100.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;71-133 m²;2-3;2-3;1-2;R$ 800.000;https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-setor-marista-goiania-go-133m2-id-2766696426/?source=ranking%2Crp;2766696426;Setor Marista, GoiâniaRua Amélia Artiaga Jardim71-133 m²2-32-3R$ 800.000
Setor Marista, Goiânia;Rua 138;93 m²;2;3;2;R$ 960.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-93m2-id-2684375443/?source=ranking%2Crp;2684375443;Setor Marista, GoiâniaRua 13893 m²23R$ 960.000
Setor Marista, Goiânia;Rua 38;129 m²;3;4;2;R$ 1.099.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-129m2-id-2614682721/?source=ranking%2Crp;2614682721;Setor Marista, GoiâniaRua 38129 m²34R$ 1.099.000
Setor Marista, Goiânia;Rua 1138;283 m²;4;6;4;R$ 3.699.999;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-283m2-id-2444585095/?source=ranking%2Crp;2444585095;Setor Marista, GoiâniaRua 1138283 m²46R$ 3.699.999
Setor Marista, Goiânia;Rua 1141;111 m²;3;5;2;R$ 920.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-111m2-id-2799957649/?source=ranking%2Crp;2799957649;Setor Marista, GoiâniaRua 1141111 m²35R$ 920.000
Setor Marista, Goiânia;Rua 135;216 m²;4;6;2;R$ 2.390.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-216m2-id-2800871149/?source=ranking%2Crp;2800871149;Setor Marista, GoiâniaRua 135216 m²46R$ 2.390.000
Setor Marista, Goiânia;Rua 1141;354 m²;4;5;3;R$ 4.190.000;https://www.zapimoveis.com.br/lancamento/venda-apartamento-4-quartos-setor-marista-goiania-go-354m2-id-2706883496/?source=ranking%2Crp;2706883496;Setor Marista, GoiâniaRua 1141354 m²45R$ 4.190.000
Setor Marista, Goiânia;Rua 137-A;105 m²;2;3;2;R$ 939.448;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-105m2-id-2724179433/?source=ranking%2Crp;2724179433;Setor Marista, GoiâniaRua 137-A105 m²23R$ 939.448
Setor Marista, Goiânia;Rua 1141;70 m²;1;2;1;R$ 750.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-70m2-id-2804145742/?source=ranking%2Crp;2804145742;Setor Marista, GoiâniaRua 114170 m²12R$ 750.000
Setor Marista, Goiânia;;136 m²;3;4;2;R$ 1.299.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-136m2-id-2803286578/?source=ranking%2Crp;2803286578;Setor Marista, Goiânianan136 m²34R$ 1.299.000
Setor Marista, Goiânia;Rua 135;50 m²;1;2;1;R$ 608.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-50m2-id-2799699664/?source=ranking%2Crp;2799699664;Setor Marista, GoiâniaRua 13550 m²12R$ 608.000
Setor Marista, Goiânia;Rua 1123;62 m²;2;3;1;R$ 650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-62m2-id-2798252718/?source=ranking%2Crp;2798252718;Setor Marista, GoiâniaRua 112362 m²23R$ 650.000
Setor Marista, Goiânia;Rua 1128;64-104 m²;2-3;2-4;1-2;R$ 664.423;https://www.zapimoveis.com.br/lancamento/venda-apartamento-3-quartos-setor-marista-goiania-go-104m2-id-2792843145/?source=ranking%2Crp;2792843145;Setor Marista, GoiâniaRua 112864-104 m²2-32-4R$ 664.423
Setor Marista, Goiânia;Rua 135;81 m²;2;3;1;R$ 815.004;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-81m2-id-2570612434/?source=ranking%2Crp;2570612434;Setor Marista, GoiâniaRua 13581 m²23R$ 815.004
Setor Marista, Goiânia;Rua 1121;98 m²;3;4;2;R$ 1.070.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-98m2-id-2804281194/?source=ranking%2Crp;2804281194;Setor Marista, GoiâniaRua 112198 m²34R$ 1.070.000
Setor Marista, Goiânia;Rua Mário Bittar;100 m²;3;3;2;R$ 880.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-100m2-id-2803558824/?source=ranking%2Crp;2803558824;Setor Marista, GoiâniaRua Mário Bittar100 m²33R$ 880.000
Setor Marista, Goiânia;Rua 24;66 m²;2;2;1;R$ 827.037;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-66m2-id-2740064095/?source=ranking%2Crp;2740064095;Setor Marista, GoiâniaRua 2466 m²22R$ 827.037
Setor Marista, Goiânia;Rua 137-A;83 m²;2;2;1;R$ 804.906;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-go-83m2-id-2755311701/?source=ranking%2Crp;2755311701;Setor Marista, GoiâniaRua 137-A83 m²22R$ 804.906
Setor Marista, Goiânia;Rua 36;162 m²;3;5;3;R$ 1.850.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-go-162m2-id-2797756515/?source=ranking%2Crp;2797756515;Setor Marista, GoiâniaRua 36162 m²35R$ 1.850.000
Setor Marista, Goiânia;Rua 148;321 m²;4;5;4;R$ 3.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-go-321m2-id-2624451121/?source=ranking%2Crp;2624451121;Setor Marista, GoiâniaRua 148321 m²45R$ 3.400.000
Setor Marista, Goiânia;Rua 137;86 m²;2;2;1;R$ 770.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-marista-goiania-86m2-id-2778206252/?source=ranking%2Crp;2778206252;Setor Marista, GoiâniaRua 13786 m²22R$ 770.000
Setor Marista, Goiânia;Rua 1128;116 m²;3;5;2;R$ 1.199.999;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-116m2-id-2556115918/?source=ranking%2Crp;2556115918;Setor Marista, GoiâniaRua 1128116 m²35R$ 1.199.999
Setor Marista, Goiânia;Avenida T 9;52-124 m²;1-2;2;1-2;R$ 717.672;https://www.zapimoveis.com.br/lancamento/venda-apartamento-2-quartos-setor-marista-goiania-go-124m2-id-2738174300/?source=ranking%2Crp;2738174300;Setor Marista, GoiâniaAvenida T 952-124 m²1-22R$ 717.672
Setor Marista, Goiânia;Rua 1128;70 m²;2;1;1;R$ 859.400;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-setor-marista-goiania-70m2-id-2577769825/?source=ranking%2Crp;2577769825;Setor Marista, GoiâniaRua 112870 m²21R$ 859.400
Setor Marista, Goiânia;Rua 143;114 m²;3;4;2;R$ 1.118.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-114m2-id-2555966531/?source=ranking%2Crp;2555966531;Setor Marista, GoiâniaRua 143114 m²34R$ 1.118.000
Setor Marista, Goiânia;Rua Mário Bittar;100 m²;3;3;1;R$ 990.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-100m2-id-2794239459/?source=ranking%2Crp;2794239459;Setor Marista, GoiâniaRua Mário Bittar100 m²33R$ 990.000
Setor Marista, Goiânia;Rua 146;141 m²;3;4;2;R$ 1.499.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-141m2-id-2803318755/?source=ranking%2Crp;2803318755;Setor Marista, GoiâniaRua 146141 m²34R$ 1.499.000
Setor Marista, Goiânia;Rua 1141;111 m²;3;4;2;R$ 1.180.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-111m2-id-2773049106/?source=ranking%2Crp;2773049106;Setor Marista, GoiâniaRua 1141111 m²34R$ 1.180.000
Setor Marista, Goiânia;Rua 1124;157 m²;2;2;2;R$ 1.490.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-157m2-id-2735517033/?source=ranking%2Crp;2735517033;Setor Marista, GoiâniaRua 1124157 m²22R$ 1.490.000
Setor Marista, Goiânia;Rua 1128;116 m²;3;5;2;R$ 1.250.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-116m2-id-2732272218/?source=ranking%2Crp;2732272218;Setor Marista, GoiâniaRua 1128116 m²35R$ 1.250.000
Setor Marista, Goiânia;Alameda Ricardo Paranhos;79 m²;3;1;2;R$ 630.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-79m2-id-2670640467/?source=ranking%2Crp;2670640467;Setor Marista, GoiâniaAlameda Ricardo Paranhos79 m²31R$ 630.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;265 m²;4;6;4;R$ 2.499.900;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-265m2-id-2443451616/?source=ranking%2Crp;2443451616;Setor Marista, GoiâniaRua Amélia Artiaga Jardim265 m²46R$ 2.499.900
Setor Marista, Goiânia;Rua 137;69 m²;2;2;1;R$ 664.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-69m2-id-2696083491/?source=ranking%2Crp;2696083491;Setor Marista, GoiâniaRua 13769 m²22R$ 664.000
Setor Marista, Goiânia;Rua 143;115 m²;3;1;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-115m2-id-2765687645/?source=ranking%2Crp;2765687645;Setor Marista, GoiâniaRua 143115 m²31R$ 1.100.000
Setor Marista, Goiânia;Rua T 53;72 m²;2;3;1;R$ 800.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-72m2-id-2784259017/?source=ranking%2Crp;2784259017;Setor Marista, GoiâniaRua T 5372 m²23R$ 800.000
Setor Marista, Goiânia;Rua 137-A;86 m²;2;3;1;R$ 875.613;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-86m2-id-2671015749/?source=ranking%2Crp;2671015749;Setor Marista, GoiâniaRua 137-A86 m²23R$ 875.613
Setor Marista, Goiânia;Rua 146;42 m²;1;1;1;R$ 689.446;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-42m2-id-2788597240/?source=ranking%2Crp;2788597240;Setor Marista, GoiâniaRua 14642 m²11R$ 689.446
Setor Marista, Goiânia;Rua 1121;69 m²;2;1;1;R$ 686.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-69m2-id-2575402252/?source=ranking%2Crp;2575402252;Setor Marista, GoiâniaRua 112169 m²21R$ 686.000
Setor Marista, Goiânia;Rua 1125;145 m²;3;3;2;R$ 1.472.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-145m2-id-2797732431/?source=ranking%2Crp;2797732431;Setor Marista, GoiâniaRua 1125145 m²33R$ 1.472.000
Setor Marista, Goiânia;Rua 1124;125 m²;3;5;2;R$ 1.570.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-go-125m2-id-2773312042/?source=ranking%2Crp;2773312042;Setor Marista, GoiâniaRua 1124125 m²35R$ 1.570.000
Setor Marista, Goiânia;Rua 135;160 m²;4;4;3;R$ 1.490.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-go-160m2-id-2801642922/?source=ranking%2Crp;2801642922;Setor Marista, GoiâniaRua 135160 m²44R$ 1.490.000
Setor Marista, Goiânia;Avenida D;106 m²;3;4;2;R$ 1.250.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-106m2-id-2802435215/?source=ranking%2Crp;2802435215;Setor Marista, GoiâniaAvenida D106 m²34R$ 1.250.000
Setor Marista, Goiânia;Rua 1123;111 m²;3;4;2;R$ 1.380.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-111m2-id-2545182182/?source=ranking%2Crp;2545182182;Setor Marista, GoiâniaRua 1123111 m²34R$ 1.380.000
Setor Marista, Goiânia;Viela 1140;72 m²;2;3;1;R$ 860.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-72m2-id-2775212156/?source=ranking%2Crp;2775212156;Setor Marista, GoiâniaViela 114072 m²23R$ 860.000
Setor Marista, Goiânia;Rua 28;77 m²;2;3;1;R$ 922.993;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-77m2-id-2767898922/?source=ranking%2Crp;2767898922;Setor Marista, GoiâniaRua 2877 m²23R$ 922.993
Setor Marista, Goiânia;Rua 1138;120 m²;3;3;2;R$ 1.550.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-120m2-id-2749478693/?source=ranking%2Crp;2749478693;Setor Marista, GoiâniaRua 1138120 m²33R$ 1.550.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;116 m²;3;4;2;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-116m2-id-2651628881/?source=ranking%2Crp;2651628881;Setor Marista, GoiâniaRua Amélia Artiaga Jardim116 m²34R$ 1.150.000
Setor Marista, Goiânia;Rua 135;76 m²;3;3;1;R$ 817.722;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-76m2-id-2539667665/?source=ranking%2Crp;2539667665;Setor Marista, GoiâniaRua 13576 m²33R$ 817.722
Setor Marista, Goiânia;Rua Mário Bittar;100 m²;3;4;2;R$ 899.999;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-100m2-id-2479946881/?source=ranking%2Crp;2479946881;Setor Marista, GoiâniaRua Mário Bittar100 m²34R$ 899.999
Setor Marista, Goiânia;Rua 146;139 m²;3;5;2;R$ 1.789.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-139m2-id-2740878830/?source=ranking%2Crp;2740878830;Setor Marista, GoiâniaRua 146139 m²35R$ 1.789.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;48 m²;1;1;1;R$ 501.767;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-48m2-id-2790472816/?source=ranking%2Crp;2790472816;Setor Marista, GoiâniaRua Amélia Artiaga Jardim48 m²11R$ 501.767
Setor Marista, Goiânia;Rua 38;138 m²;3;4;2;R$ 1.480.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-138m2-id-2724525246/?source=ranking%2Crp;2724525246;Setor Marista, GoiâniaRua 38138 m²34R$ 1.480.000
Setor Marista, Goiânia;;62 m²;2;3;1;R$ 650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-62m2-id-2798248731/?source=ranking%2Crp;2798248731;Setor Marista, Goiânianan62 m²23R$ 650.000
Setor Marista, Goiânia;Rua 137-A;86 m²;2;3;1;R$ 890.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-86m2-id-2803638749/?source=ranking%2Crp;2803638749;Setor Marista, GoiâniaRua 137-A86 m²23R$ 890.000
Setor Marista, Goiânia;Rua 137-A;89 m²;2;3;4;R$ 805.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-89m2-id-2718207044/?source=ranking%2Crp;2718207044;Setor Marista, GoiâniaRua 137-A89 m²23R$ 805.000
Setor Marista, Goiânia;Rua 1128;80 m²;3;3;2;R$ 750.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-80m2-id-2791607731/?source=ranking%2Crp;2791607731;Setor Marista, GoiâniaRua 112880 m²33R$ 750.000
Setor Marista, Goiânia;Rua 138;45 m²;1;1;1;R$ 465.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-setor-marista-goiania-45m2-id-2804244425/?source=ranking%2Crp;2804244425;Setor Marista, GoiâniaRua 13845 m²11R$ 465.000
Setor Marista, Goiânia;Rua 1128;120 m²;3;3;2;R$ 1.512.778;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-120m2-id-2580077960/?source=ranking%2Crp;2580077960;Setor Marista, GoiâniaRua 1128120 m²33R$ 1.512.778
Setor Marista, Goiânia;Rua 1124;126 m²;3;4;0;R$ 1.495.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-acesso-24-horas-setor-marista-goiania-126m2-id-2728629630/?source=ranking%2Crp;2728629630;Setor Marista, GoiâniaRua 1124126 m²34R$ 1.495.000
Setor Marista, Goiânia;Rua 137-A;86 m²;3;2;1;R$ 820.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-86m2-id-2735511035/?source=ranking%2Crp;2735511035;Setor Marista, GoiâniaRua 137-A86 m²32R$ 820.000
Setor Marista, Goiânia;Rua 135;121 m²;3;4;2;R$ 1.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-121m2-id-2736499107/?source=ranking%2Crp;2736499107;Setor Marista, GoiâniaRua 135121 m²34R$ 1.350.000
Setor Marista, Goiânia;Rua 1141;86 m²;3;3;1;R$ 846.295;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-86m2-id-2603422180/?source=ranking%2Crp;2603422180;Setor Marista, GoiâniaRua 114186 m²33R$ 846.295
Setor Marista, Goiânia;Rua 1123;69 m²;2;3;1;R$ 730.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-69m2-id-2727579935/?source=ranking%2Crp;2727579935;Setor Marista, GoiâniaRua 112369 m²23R$ 730.000
Setor Marista, Goiânia;Rua 1123;110 m²;3;3;2;R$ 980.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-armario-de-cozinha-setor-marista-goiania-110m2-id-2796529850/?source=ranking%2Crp;2796529850;Setor Marista, GoiâniaRua 1123110 m²33R$ 980.000
Setor Marista, Goiânia;Rua 1141;120 m²;3;4;0;R$ 1.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-120m2-id-2752981227/?source=ranking%2Crp;2752981227;Setor Marista, GoiâniaRua 1141120 m²34R$ 1.600.000
Setor Marista, Goiânia;Rua 135;77 m²;2;2;1;R$ 915.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-go-77m2-id-2797846927/?source=ranking%2Crp;2797846927;Setor Marista, GoiâniaRua 13577 m²22R$ 915.000
Setor Marista, Goiânia;Rua 32;260 m²;4;5;3;R$ 2.950.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-academia-setor-marista-goiania-go-260m2-id-2796296044/?source=ranking%2Crp;2796296044;Setor Marista, GoiâniaRua 32260 m²45R$ 2.950.000
Setor Marista, Goiânia;Rua 138;47 m²;1;1;1;R$ 430.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-47m2-id-2789718622/?source=ranking%2Crp;2789718622;Setor Marista, GoiâniaRua 13847 m²11R$ 430.000
Setor Marista, Goiânia;Rua 24;68 m²;2;2;2;R$ 640.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-68m2-id-2793421922/?source=ranking%2Crp;2793421922;Setor Marista, GoiâniaRua 2468 m²22R$ 640.000
Setor Marista, Goiânia;Rua 138;46 m²;1;1;1;R$ 420.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-46m2-id-2794678319/?source=ranking%2Crp;2794678319;Setor Marista, GoiâniaRua 13846 m²11R$ 420.000
Setor Marista, Goiânia;Rua 24;66 m²;2;2;1;R$ 624.621;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-marista-goiania-66m2-id-2701905400/?source=ranking%2Crp;2701905400;Setor Marista, GoiâniaRua 2466 m²22R$ 624.621
Setor Marista, Goiânia;Rua 1123;66 m²;2;2;1;R$ 370.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-marista-goiania-66m2-id-2795668031/?source=ranking%2Crp;2795668031;Setor Marista, GoiâniaRua 112366 m²22R$ 370.000
Setor Marista, Goiânia;Rua 1123;45 m²;1;1;1;R$ 485.850;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-45m2-id-2730728755/?source=ranking%2Crp;2730728755;Setor Marista, GoiâniaRua 112345 m²11R$ 485.850
Setor Marista, Goiânia;Rua 1141;38 m²;1;1;1;R$ 395.000;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-setor-marista-goiania-38m2-id-2804242633/?source=ranking%2Crp;2804242633;Setor Marista, GoiâniaRua 114138 m²11R$ 395.000
Setor Marista, Goiânia;Rua 145;140 m²;3;5;2;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-140m2-id-2650963155/?source=ranking%2Crp;2650963155;Setor Marista, GoiâniaRua 145140 m²35R$ 1.150.000
Setor Marista, Goiânia;Rua 1123;62 m²;2;2;1;R$ 650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-62m2-id-2796740257/?source=ranking%2Crp;2796740257;Setor Marista, GoiâniaRua 112362 m²22R$ 650.000
Setor Marista, Goiânia;Rua 1123;70 m²;2;1;1;R$ 399.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-setor-marista-goiania-70m2-id-2792746435/?source=ranking%2Crp;2792746435;Setor Marista, GoiâniaRua 112370 m²21R$ 399.000
Setor Marista, Goiânia;Rua 1141;72 m²;2;3;1;R$ 900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-setor-marista-goiania-72m2-id-2793490489/?source=ranking%2Crp;2793490489;Setor Marista, GoiâniaRua 114172 m²23R$ 900.000
Setor Marista, Goiânia;Rua 36;162 m²;3;5;3;R$ 1.836.050;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-162m2-id-2568413411/?source=ranking%2Crp;2568413411;Setor Marista, GoiâniaRua 36162 m²35R$ 1.836.050
Setor Marista, Goiânia;Rua 147;81 m²;3;2;1;R$ 370.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-81m2-id-2778148515/?source=ranking%2Crp;2778148515;Setor Marista, GoiâniaRua 14781 m²32R$ 370.000
Setor Marista, Goiânia;Rua 1141;127 m²;3;3;2;R$ 1.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-127m2-id-2791851225/?source=ranking%2Crp;2791851225;Setor Marista, GoiâniaRua 1141127 m²33R$ 1.350.000
Setor Marista, Goiânia;Rua 24;125 m²;3;5;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-125m2-id-2724791161/?source=ranking%2Crp;2724791161;Setor Marista, GoiâniaRua 24125 m²35R$ 1.100.000
Setor Marista, Goiânia;Rua 140;73 m²;2;3;2;R$ 870.670;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-73m2-id-2798794117/?source=ranking%2Crp;2798794117;Setor Marista, GoiâniaRua 14073 m²23R$ 870.670
Setor Marista, Goiânia;Rua 135;200 m²;3;4;3;R$ 2.199.999;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-200m2-id-2618823347/?source=ranking%2Crp;2618823347;Setor Marista, GoiâniaRua 135200 m²34R$ 2.199.999
Setor Marista, Goiânia;Rua 1141;70 m²;2;3;1;R$ 830.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-70m2-id-2744776797/?source=ranking%2Crp;2744776797;Setor Marista, GoiâniaRua 114170 m²23R$ 830.000
Setor Marista, Goiânia;Rua 1141;198 m²;4;6;4;R$ 1.990.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-go-198m2-id-2665020318/?source=ranking%2Crp;2665020318;Setor Marista, GoiâniaRua 1141198 m²46R$ 1.990.000
Setor Marista, Goiânia;Rua 146;162 m²;3;3;2;R$ 1.699.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-go-162m2-id-2655798762/?source=ranking%2Crp;2655798762;Setor Marista, GoiâniaRua 146162 m²33R$ 1.699.000
Setor Marista, Goiânia;Rua 139;43 m²;1;1;1;R$ 560.545;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-go-43m2-id-2761484231/?source=ranking%2Crp;2761484231;Setor Marista, GoiâniaRua 13943 m²11R$ 560.545
Setor Marista, Goiânia;Rua 138;47 m²;1;1;1;R$ 480.000;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-mobiliado-setor-marista-goiania-47m2-id-2803511800/?source=ranking%2Crp;2803511800;Setor Marista, GoiâniaRua 13847 m²11R$ 480.000
