Titulo;Rua;Metros;Quartos;Banheiro;Garagem;Preço;Link;Id;Concatenados
Setor Marista, Goiânia;Rua 135;160 m²;4;6;2;R$ 1.470.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-160m2-id-2777022480/?source=ranking%2Crp;2777022480;Setor Marista, GoiâniaRua 135160 m²46R$ 1.470.000
Setor Marista, Goiânia;Rua 135;108 m²;2;3;2;R$ 1.268.429;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-108m2-id-2759273120/?source=ranking%2Crp;2759273120;Setor Marista, GoiâniaRua 135108 m²23R$ 1.268.429
Setor Marista, Goiânia;Rua 1132;72 m²;2;2;1;R$ 695.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-72m2-id-2795428634/?source=ranking%2Crp;2795428634;Setor Marista, GoiâniaRua 113272 m²22R$ 695.000
Setor Marista, Goiânia;;88 m²;3;2;1;R$ 894.844;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-88m2-id-2751792358/?source=ranking%2Crp;2751792358;Setor Marista, Goiânianan88 m²32R$ 894.844
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;126 m²;3;4;2;R$ 1.495.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-126m2-id-2547042564/?source=ranking%2Crp;2547042564;Setor Marista, GoiâniaRua Amélia Artiaga Jardim126 m²34R$ 1.495.000
Setor Marista, Goiânia;Rua 148;287 m²;4;5;5;R$ 4.300.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-setor-marista-goiania-287m2-id-2799661025/?source=ranking%2Crp;2799661025;Setor Marista, GoiâniaRua 148287 m²45R$ 4.300.000
Setor Marista, Goiânia;Rua 135;76 m²;2;2;1;R$ 849.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-76m2-id-2778206938/?source=ranking%2Crp;2778206938;Setor Marista, GoiâniaRua 13576 m²22R$ 849.000
Setor Marista, Goiânia;Rua 1141;86 m²;2;3;1;R$ 874.756;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-86m2-id-2748742494/?source=ranking%2Crp;2748742494;Setor Marista, GoiâniaRua 114186 m²23R$ 874.756
Setor Marista, Goiânia;Rua 1128;163 m²;3;4;3;R$ 1.650.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-163m2-id-2797761863/?source=ranking%2Crp;2797761863;Setor Marista, GoiâniaRua 1128163 m²34R$ 1.650.000
Setor Marista, Goiânia;Rua 138;217 m²;4;5;3;R$ 2.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-217m2-id-2795005657/?source=ranking%2Crp;2795005657;Setor Marista, GoiâniaRua 138217 m²45R$ 2.350.000
Setor Marista, Goiânia;Rua 13;171 m²;3;4;2;R$ 2.546.964;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-171m2-id-2794499015/?source=ranking%2Crp;2794499015;Setor Marista, GoiâniaRua 13171 m²34R$ 2.546.964
Setor Marista, Goiânia;;127 m²;3;4;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-127m2-id-2750974010/?source=ranking%2Crp;2750974010;Setor Marista, Goiânianan127 m²34R$ 1.100.000
Setor Marista, Goiânia;Rua 1141;177 m²;3;5;3;R$ 2.190.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-177m2-id-2691758831/?source=ranking%2Crp;2691758831;Setor Marista, GoiâniaRua 1141177 m²35R$ 2.190.000
Setor Marista, Goiânia;Rua Mário Bittar;210 m²;4;5;4;R$ 1.990.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-210m2-id-2740369655/?source=ranking%2Crp;2740369655;Setor Marista, GoiâniaRua Mário Bittar210 m²45R$ 1.990.000
Setor Marista, Goiânia;;119 m²;3;5;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-119m2-id-2769383677/?source=ranking%2Crp;2769383677;Setor Marista, Goiânianan119 m²35R$ 1.100.000
Setor Marista, Goiânia;Rua 38;139 m²;3;4;2;R$ 1.299.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-139m2-id-2773613929/?source=ranking%2Crp;2773613929;Setor Marista, GoiâniaRua 38139 m²34R$ 1.299.000
Setor Marista, Goiânia;Rua 15;45 m²;1;1;1;R$ 449.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-setor-marista-goiania-45m2-id-2698125078/?source=ranking%2Crp;2698125078;Setor Marista, GoiâniaRua 1545 m²11R$ 449.000
Setor Marista, Goiânia;Rua 146;140 m²;3;4;0;R$ 1.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-140m2-id-2739844919/?source=ranking%2Crp;2739844919;Setor Marista, GoiâniaRua 146140 m²34R$ 1.400.000
Setor Marista, Goiânia;Rua 1123;62 m²;2;1;1;R$ 690.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-62m2-id-2769778414/?source=ranking%2Crp;2769778414;Setor Marista, GoiâniaRua 112362 m²21R$ 690.000
Setor Marista, Goiânia;Rua 138;46 m²;1;1;1;R$ 460.000;https://www.zapimoveis.com.br/imovel/venda-flat-1-quarto-com-cozinha-americana-setor-marista-goiania-46m2-id-2778273522/?source=ranking%2Crp;2778273522;Setor Marista, GoiâniaRua 13846 m²11R$ 460.000
Setor Marista, Goiânia;;130 m²;3;3;2;R$ 1.420.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-130m2-id-2789858024/?source=ranking%2Crp;2789858024;Setor Marista, Goiânianan130 m²33R$ 1.420.000
Setor Marista, Goiânia;;140 m²;3;4;2;R$ 1.490.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-140m2-id-2775053917/?source=ranking%2Crp;2775053917;Setor Marista, Goiânianan140 m²34R$ 1.490.000
Setor Marista, Goiânia;Alameda Doutor Sebastião Fleury;265 m²;3;4;0;R$ 2.980.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-265m2-id-2745558707/?source=ranking%2Crp;2745558707;Setor Marista, GoiâniaAlameda Doutor Sebastião Fleury265 m²34R$ 2.980.000
Setor Marista, Goiânia;Rua 34-A;162 m²;3;4;3;R$ 1.998.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-162m2-id-2737193527/?source=ranking%2Crp;2737193527;Setor Marista, GoiâniaRua 34-A162 m²34R$ 1.998.000
Setor Marista, Goiânia;Rua 145;150 m²;3;4;2;R$ 1.790.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-150m2-id-2764093529/?source=ranking%2Crp;2764093529;Setor Marista, GoiâniaRua 145150 m²34R$ 1.790.000
Setor Marista, Goiânia;Rua 13;247 m²;4;6;3;R$ 1.850.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-247m2-id-2779270816/?source=ranking%2Crp;2779270816;Setor Marista, GoiâniaRua 13247 m²46R$ 1.850.000
Setor Marista, Goiânia;Rua 1141;71 m²;2;2;1;R$ 763.353;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-setor-marista-goiania-71m2-id-2724178552/?source=ranking%2Crp;2724178552;Setor Marista, GoiâniaRua 114171 m²22R$ 763.353
Setor Marista, Goiânia;Rua 1138;122 m²;3;3;2;R$ 1.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-122m2-id-2778825329/?source=ranking%2Crp;2778825329;Setor Marista, GoiâniaRua 1138122 m²33R$ 1.400.000
Setor Marista, Goiânia;Rua 148;87 m²;2;3;1;R$ 799.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-87m2-id-2776609332/?source=ranking%2Crp;2776609332;Setor Marista, GoiâniaRua 14887 m²23R$ 799.000
Setor Marista, Goiânia;Rua 1138;44 m²;1;1;1;R$ 449.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-44m2-id-2720120063/?source=ranking%2Crp;2720120063;Setor Marista, GoiâniaRua 113844 m²11R$ 449.000
Setor Marista, Goiânia;Rua 1141;172 m²;3;4;2;R$ 1.540.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-172m2-id-2803930650/?source=ranking%2Crp;2803930650;Setor Marista, GoiâniaRua 1141172 m²34R$ 1.540.000
Setor Marista, Goiânia;Rua 147;115 m²;3;3;2;R$ 1.205.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-115m2-id-2773306457/?source=ranking%2Crp;2773306457;Setor Marista, GoiâniaRua 147115 m²33R$ 1.205.000
Setor Marista, Goiânia;Rua 135;179 m²;3;4;3;R$ 2.320.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-179m2-id-2710760599/?source=ranking%2Crp;2710760599;Setor Marista, GoiâniaRua 135179 m²34R$ 2.320.000
Setor Marista, Goiânia;Rua 1128;118 m²;3;4;2;R$ 1.414.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-118m2-id-2670720320/?source=ranking%2Crp;2670720320;Setor Marista, GoiâniaRua 1128118 m²34R$ 1.414.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;39 m²;1;1;1;R$ 180.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-setor-marista-goiania-39m2-id-2778275042/?source=ranking%2Crp;2778275042;Setor Marista, GoiâniaRua Amélia Artiaga Jardim39 m²11R$ 180.000
Setor Marista, Goiânia;Rua 38;129 m²;3;4;0;R$ 1.280.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-129m2-id-2800408231/?source=ranking%2Crp;2800408231;Setor Marista, GoiâniaRua 38129 m²34R$ 1.280.000
Setor Marista, Goiânia;Alameda Coronel Eugênio Jardim;228 m²;4;6;4;R$ 2.300.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-228m2-id-2635754779/?source=ranking%2Crp;2635754779;Setor Marista, GoiâniaAlameda Coronel Eugênio Jardim228 m²46R$ 2.300.000
Setor Marista, Goiânia;Rua 1141;122 m²;3;3;2;R$ 1.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-122m2-id-2803062623/?source=ranking%2Crp;2803062623;Setor Marista, GoiâniaRua 1141122 m²33R$ 1.400.000
Setor Marista, Goiânia;Rua 146;95 m²;3;3;2;R$ 900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-95m2-id-2726879584/?source=ranking%2Crp;2726879584;Setor Marista, GoiâniaRua 14695 m²33R$ 900.000
Setor Marista, Goiânia;Alameda Ricardo Paranhos;96 m²;2;2;0;R$ 1.020.462;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-96m2-id-2795235114/?source=ranking%2Crp;2795235114;Setor Marista, GoiâniaAlameda Ricardo Paranhos96 m²22R$ 1.020.462
Setor Marista, Goiânia;Rua 135;50 m²;1;1;1;R$ 570.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-50m2-id-2792052048/?source=ranking%2Crp;2792052048;Setor Marista, GoiâniaRua 13550 m²11R$ 570.000
Setor Marista, Goiânia;Rua 1141;72 m²;2;2;1;R$ 990.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-setor-marista-goiania-72m2-id-2788530114/?source=ranking%2Crp;2788530114;Setor Marista, GoiâniaRua 114172 m²22R$ 990.000
Setor Marista, Goiânia;Rua 24;116 m²;3;4;2;R$ 970.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-116m2-id-2564035664/?source=ranking%2Crp;2564035664;Setor Marista, GoiâniaRua 24116 m²34R$ 970.000
Setor Marista, Goiânia;Rua 1141;71 m²;2;2;1;R$ 749.665;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-academia-setor-marista-goiania-71m2-id-2747392304/?source=ranking%2Crp;2747392304;Setor Marista, GoiâniaRua 114171 m²22R$ 749.665
Setor Marista, Goiânia;Rua 145;155 m²;3;6;2;R$ 1.490.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-americana-setor-marista-goiania-155m2-id-2780383380/?source=ranking%2Crp;2780383380;Setor Marista, GoiâniaRua 145155 m²36R$ 1.490.000
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;48 m²;1;1;0;R$ 495.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-48m2-id-2765011150/?source=ranking%2Crp;2765011150;Setor Marista, GoiâniaRua Amélia Artiaga Jardim48 m²11R$ 495.000
Setor Marista, Goiânia;Rua 1125;139 m²;3;1;2;R$ 1.741.337;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-139m2-id-2791357449/?source=ranking%2Crp;2791357449;Setor Marista, GoiâniaRua 1125139 m²31R$ 1.741.337
Setor Marista, Goiânia;Rua 1141;221 m²;4;5;3;R$ 2.680.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-setor-marista-goiania-221m2-id-2772959419/?source=ranking%2Crp;2772959419;Setor Marista, GoiâniaRua 1141221 m²45R$ 2.680.000
Setor Marista, Goiânia;Rua 1123;45 m²;1;1;1;R$ 420.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-academia-setor-marista-goiania-45m2-id-2748625898/?source=ranking%2Crp;2748625898;Setor Marista, GoiâniaRua 112345 m²11R$ 420.000
Setor Marista, Goiânia;Rua Mário Bittar;210 m²;4;5;4;R$ 2.190.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-210m2-id-2740876795/?source=ranking%2Crp;2740876795;Setor Marista, GoiâniaRua Mário Bittar210 m²45R$ 2.190.000
Setor Marista, Goiânia;Rua 1141;111 m²;3;3;2;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-111m2-id-2748682964/?source=ranking%2Crp;2748682964;Setor Marista, GoiâniaRua 1141111 m²33R$ 1.150.000
Setor Marista, Goiânia;Rua 1127;154 m²;3;4;2;R$ 1.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-154m2-id-2802930518/?source=ranking%2Crp;2802930518;Setor Marista, GoiâniaRua 1127154 m²34R$ 1.600.000
Setor Marista, Goiânia;Rua 143-A;80 m²;2;2;1;R$ 950.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-80m2-id-2780318959/?source=ranking%2Crp;2780318959;Setor Marista, GoiâniaRua 143-A80 m²22R$ 950.000
Setor Marista, Goiânia;Rua 138;95 m²;3;4;2;R$ 800.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-95m2-id-2805247172/?source=ranking%2Crp;2805247172;Setor Marista, GoiâniaRua 13895 m²34R$ 800.000
Setor Marista, Goiânia;Rua 1128;49 m²;1;1;0;R$ 470.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-49m2-id-2752753298/?source=ranking%2Crp;2752753298;Setor Marista, GoiâniaRua 112849 m²11R$ 470.000
Setor Marista, Goiânia;Rua 1121;76 m²;3;2;1;R$ 740.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-76m2-id-2672192623/?source=ranking%2Crp;2672192623;Setor Marista, GoiâniaRua 112176 m²32R$ 740.000
Setor Marista, Goiânia;Rua 1128;167 m²;3;3;3;R$ 1.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-setor-marista-goiania-167m2-id-2803679344/?source=ranking%2Crp;2803679344;Setor Marista, GoiâniaRua 1128167 m²33R$ 1.600.000
Setor Marista, Goiânia;Rua Mário Bittar;135 m²;3;5;0;R$ 1.000.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-135m2-id-2796745321/?source=ranking%2Crp;2796745321;Setor Marista, GoiâniaRua Mário Bittar135 m²35R$ 1.000.000
Setor Marista, Goiânia;Rua 138;220 m²;4;5;3;R$ 1.900.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-220m2-id-2759004820/?source=ranking%2Crp;2759004820;Setor Marista, GoiâniaRua 138220 m²45R$ 1.900.000
Setor Marista, Goiânia;Rua 145;32 m²;1;1;1;R$ 335.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-setor-marista-goiania-32m2-id-2768306239/?source=ranking%2Crp;2768306239;Setor Marista, GoiâniaRua 14532 m²11R$ 335.000
Setor Marista, Goiânia;Rua 146;138 m²;3;3;2;R$ 1.377.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-setor-marista-goiania-138m2-id-2726881040/?source=ranking%2Crp;2726881040;Setor Marista, GoiâniaRua 146138 m²33R$ 1.377.000
Setor Marista, Goiânia;Rua 135;159 m²;3;4;3;R$ 1.490.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-159m2-id-2754475795/?source=ranking%2Crp;2754475795;Setor Marista, GoiâniaRua 135159 m²34R$ 1.490.000
Setor Marista, Goiânia;Rua;122 m²;3;3;2;R$ 1.400.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-122m2-id-2791900422/?source=ranking%2Crp;2791900422;Setor Marista, GoiâniaRua122 m²33R$ 1.400.000
Setor Marista, Goiânia;Rua 1128;64 m²;1;1;1;R$ 633.165;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-setor-marista-goiania-64m2-id-2747116725/?source=ranking%2Crp;2747116725;Setor Marista, GoiâniaRua 112864 m²11R$ 633.165
Setor Marista, Goiânia;Rua 145;150 m²;3;5;2;R$ 1.390.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-150m2-id-2801680626/?source=ranking%2Crp;2801680626;Setor Marista, GoiâniaRua 145150 m²35R$ 1.390.000
Setor Marista, Goiânia;Rua 143;115 m²;3;4;2;R$ 1.350.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-115m2-id-2777654270/?source=ranking%2Crp;2777654270;Setor Marista, GoiâniaRua 143115 m²34R$ 1.350.000
Setor Marista, Goiânia;Rua 30;235 m²;4;6;3;R$ 3.460.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-235m2-id-2797860214/?source=ranking%2Crp;2797860214;Setor Marista, GoiâniaRua 30235 m²46R$ 3.460.000
Setor Marista, Goiânia;Rua Mário Bittar;217 m²;4;5;4;R$ 2.600.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-217m2-id-2747975049/?source=ranking%2Crp;2747975049;Setor Marista, GoiâniaRua Mário Bittar217 m²45R$ 2.600.000
Setor Marista, Goiânia;Rua 146;137 m²;3;4;2;R$ 1.260.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-137m2-id-2789218118/?source=ranking%2Crp;2789218118;Setor Marista, GoiâniaRua 146137 m²34R$ 1.260.000
Setor Marista, Goiânia;;116 m²;3;4;2;R$ 1.208.302;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-setor-marista-goiania-116m2-id-2740063764/?source=ranking%2Crp;2740063764;Setor Marista, Goiânianan116 m²34R$ 1.208.302
Setor Marista, Goiânia;Rua 146;162 m²;3;5;2;R$ 1.735.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-162m2-id-2719446688/?source=ranking%2Crp;2719446688;Setor Marista, GoiâniaRua 146162 m²35R$ 1.735.000
Setor Marista, Goiânia;Rua 1128;167 m²;3;4;2;R$ 1.550.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-167m2-id-2767294922/?source=ranking%2Crp;2767294922;Setor Marista, GoiâniaRua 1128167 m²34R$ 1.550.000
Setor Marista, Goiânia;Rua 15;65 m²;2;2;0;R$ 450.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-setor-marista-goiania-65m2-id-2800315062/?source=ranking%2Crp;2800315062;Setor Marista, GoiâniaRua 1565 m²22R$ 450.000
Setor Marista, Goiânia;Viela 1140;781 m²;2;3;0;R$ 815.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-setor-marista-goiania-781m2-id-2795233431/?source=ranking%2Crp;2795233431;Setor Marista, GoiâniaViela 1140781 m²23R$ 815.000
Setor Marista, Goiânia;;119 m²;3;3;2;R$ 1.256.200;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-119m2-id-2693142902/?source=ranking%2Crp;2693142902;Setor Marista, Goiânianan119 m²33R$ 1.256.200
Setor Marista, Goiânia;Rua 1124;158 m²;3;4;2;R$ 2.162.157;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-158m2-id-2561508847/?source=ranking%2Crp;2561508847;Setor Marista, GoiâniaRua 1124158 m²34R$ 2.162.157
Setor Marista, Goiânia;Rua Amélia Artiaga Jardim;116 m²;3;3;2;R$ 950.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-116m2-id-2738401324/?source=ranking%2Crp;2738401324;Setor Marista, GoiâniaRua Amélia Artiaga Jardim116 m²33R$ 950.000
Setor Marista, Goiânia;Rua 1128;104 m²;3;1;2;R$ 1.102.500;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-104m2-id-2690935856/?source=ranking%2Crp;2690935856;Setor Marista, GoiâniaRua 1128104 m²31R$ 1.102.500
Setor Marista, Goiânia;Rua 137;86 m²;3;3;1;R$ 890.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-86m2-id-2784640518/?source=ranking%2Crp;2784640518;Setor Marista, GoiâniaRua 13786 m²33R$ 890.000
Setor Marista, Goiânia;Rua 147;115 m²;3;5;2;R$ 1.080.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-115m2-id-2738461116/?source=ranking%2Crp;2738461116;Setor Marista, GoiâniaRua 147115 m²35R$ 1.080.000
Setor Marista, Goiânia;Rua 1141;221 m²;4;6;3;R$ 2.599.555;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-221m2-id-2466784982/?source=ranking%2Crp;2466784982;Setor Marista, GoiâniaRua 1141221 m²46R$ 2.599.555
Setor Marista, Goiânia;Rua 1141;224 m²;4;4;3;R$ 2.790.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-setor-marista-goiania-224m2-id-2790447534/?source=ranking%2Crp;2790447534;Setor Marista, GoiâniaRua 1141224 m²44R$ 2.790.000
Setor Marista, Goiânia;;160 m²;3;4;3;R$ 1.850.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-160m2-id-2786285916/?source=ranking%2Crp;2786285916;Setor Marista, Goiânianan160 m²34R$ 1.850.000
Setor Marista, Goiânia;Rua 145;150 m²;3;4;3;R$ 1.690.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-150m2-id-2746525996/?source=ranking%2Crp;2746525996;Setor Marista, GoiâniaRua 145150 m²34R$ 1.690.000
Setor Marista, Goiânia;Rua 143;114 m²;3;4;2;R$ 1.015.813;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-114m2-id-2688143628/?source=ranking%2Crp;2688143628;Setor Marista, GoiâniaRua 143114 m²34R$ 1.015.813
Setor Marista, Goiânia;Rua T 55;28 m²;1;1;1;R$ 350.000;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-mobiliado-setor-marista-goiania-28m2-id-2802721918/?source=ranking%2Crp;2802721918;Setor Marista, GoiâniaRua T 5528 m²11R$ 350.000
Setor Marista, Goiânia;Rua 90;225 m²;4;6;3;R$ 2.475.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-setor-marista-goiania-225m2-id-2774320229/?source=ranking%2Crp;2774320229;Setor Marista, GoiâniaRua 90225 m²46R$ 2.475.000
Setor Marista, Goiânia;Rua 148;207 m²;3;4;0;R$ 2.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-setor-marista-goiania-207m2-id-2791223129/?source=ranking%2Crp;2791223129;Setor Marista, GoiâniaRua 148207 m²34R$ 2.100.000
Setor Marista, Goiânia;Rua 1141;38 m²;1;1;0;R$ 380.000;https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-com-piscina-setor-marista-goiania-38m2-id-2723895044/?source=ranking%2Crp;2723895044;Setor Marista, GoiâniaRua 114138 m²11R$ 380.000
Setor Marista, Goiânia;Rua 135;50 m²;1;2;1;R$ 613.576;https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-setor-marista-goiania-50m2-id-2790599741/?source=ranking%2Crp;2790599741;Setor Marista, GoiâniaRua 13550 m²12R$ 613.576
Setor Marista, Goiânia;Rua 145;134 m²;3;5;3;R$ 1.150.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-setor-marista-goiania-134m2-id-2730213117/?source=ranking%2Crp;2730213117;Setor Marista, GoiâniaRua 145134 m²35R$ 1.150.000
Setor Marista, Goiânia;Rua 1141;111 m²;3;4;2;R$ 1.100.000;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-setor-marista-goiania-111m2-id-2773054714/?source=ranking%2Crp;2773054714;Setor Marista, GoiâniaRua 1141111 m²34R$ 1.100.000
Setor Marista, Goiânia;Rua 1123;111 m²;3;1;2;R$ 1.373.700;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-academia-setor-marista-goiania-111m2-id-2796297735/?source=ranking%2Crp;2796297735;Setor Marista, GoiâniaRua 1123111 m²31R$ 1.373.700
